corpus	sent_id	left	node	right	node_sentences	usage
ind_mixed_2012_1M	186557	Setelah pengadilan yang tidak adil itu selesai, Pilatus membiarkan Yesus	dikenakan	mahkota duri, dikenakan pakaian yang mempermalukan diri-Nya dan dicambuk.	Setelah pengadilan yang tidak adil itu selesai, Pilatus membiarkan Yesus <m>dikenakan</m> mahkota duri, dikenakan pakaian yang mempermalukan diri-Nya dan dicambuk.	wear
ind_mixed_2012_1M	904432	Puas menikmati kecantikan PKS ini aku melucuti jubah biru yang	dikenakan	Mbak Nurul kemudian disusul sisa pakaian dalam yang masih melekat di tubuh ibu muda ini.	Puas menikmati kecantikan PKS ini aku melucuti jubah biru yang <m>dikenakan</m> Mbak Nurul kemudian disusul sisa pakaian dalam yang masih melekat di tubuh ibu muda ini.	wear
ind_mixed_2012_1M	624332	Dalam gambar terlihat, Rahma menggunakan busana biru muda senada dengan yang	dikenakan	McMenemy.	Dalam gambar terlihat, Rahma menggunakan busana biru muda senada dengan yang <m>dikenakan</m> McMenemy.	wear
ind_mixed_2012_1M	643193	Channel saya adalah semua jenis penindasan yang	dikenakan	menipu kita.	Channel saya adalah semua jenis penindasan yang <m>dikenakan</m> menipu kita.	subject to/imposed
ind_mixed_2012_1M	421223	Pada Wina Julie menanyakan soal baju yang hendak	dikenakan	Milo.	Pada Wina Julie menanyakan soal baju yang hendak <m>dikenakan</m> Milo.	wear
ind_mixed_2012_1M	93200	"""Orang-orang di saat seperti itu, akan"	dikenakan	nafsu.	"""Orang-orang di saat seperti itu, akan <m>dikenakan</m> nafsu."	subject to/imposed
ind_mixed_2012_1M	279597	Tiba-tiba dada saya bergemuruh, tetapi saya diam saja, mengambil baju dalam dan jeans untuk	dikenakan	nanti.	Tiba-tiba dada saya bergemuruh, tetapi saya diam saja, mengambil baju dalam dan jeans untuk <m>dikenakan</m> nanti.	wear
ind_mixed_2012_1M	534234	Jubah hijau yang	dikenakan	Nida tampak menggelembung di bagian selangkangan oleh tangan Robby.	Jubah hijau yang <m>dikenakan</m> Nida tampak menggelembung di bagian selangkangan oleh tangan Robby.	wear
ind_mixed_2012_1M	747471	Aku mengacuhkan bisikannya, karena aku merasakan bahwa Angela tidak memakai celana dalam dan pantyhose yang	dikenakan	nya adalah yang ‘sheer to waist’.	Aku mengacuhkan bisikannya, karena aku merasakan bahwa Angela tidak memakai celana dalam dan pantyhose yang <m>dikenakan</m>nya adalah yang ‘sheer to waist’.	wear
ind_mixed_2012_1M	989001	""" Mason Mustafa Kemal Pasha sesuai dengan ketentuan Allah, kitab suci kami Al Qur'an,"	dikenakan	nya Aleyhisselatu Vesselam Effendi adalah sebuah buku aturan.	""" Mason Mustafa Kemal Pasha sesuai dengan ketentuan Allah, kitab suci kami Al Qur'an, <m>dikenakan</m> nya Aleyhisselatu Vesselam Effendi adalah sebuah buku aturan."	unclear
ind_mixed_2012_1M	995211	""" Menurut Mason, Mustafa Kemal Pasha, termasuk peruntukan-peruntukan Allah, kitab suci kami Al-Quran,"	dikenakan	nya Aleyhisselatu Vesselam Effendi adalah sebuah buku Peraturan.	""" Menurut Mason, Mustafa Kemal Pasha, termasuk peruntukan-peruntukan Allah, kitab suci kami Al-Quran, <m>dikenakan</m> nya Aleyhisselatu Vesselam Effendi adalah sebuah buku Peraturan."	duplicate
ind_mixed_2012_1M	996653	Dian berterimakasih dan masuk sambil menggigil kedinginan lalu aku tersadar, ternyata pakaian seragam sekolah yang	dikenakan	nya basah kuyup.	Dian berterimakasih dan masuk sambil menggigil kedinginan lalu aku tersadar, ternyata pakaian seragam sekolah yang <m>dikenakan</m>nya basah kuyup.	wear
ind_mixed_2012_1M	755218	Celana dalam hitam yang	dikenakan	nya begitu mini sehingga rambut-rambut pubis yang tumbuh di sekitar kewanitaannya hampir sebagian keluar dari pinggir celana dalamnya.	Celana dalam hitam yang <m>dikenakan</m>nya begitu mini sehingga rambut-rambut pubis yang tumbuh di sekitar kewanitaannya hampir sebagian keluar dari pinggir celana dalamnya.	wear
